Number,Day,Minute,Path,Mother,Mother Genotype,Name,Sex,Offspring Genotype,Genogroup,Recording Number,Start Point (s),End Point (s),Start Point (time),End Point (time),Start Point (Hz),End Point (Hz),Duration (time),Duration (s),ISI_time,ISI,Syllable,Syllable number,Cat. Number,Classification date,Start Time,Time Course,# of Bursts,IBN,BurstDuration_t,BurstDuration,BurstInterval_t,BurstInterval,Unnamed: 33,Unnamed: 34
200,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,4.9842,5.0632,00:00:04.984000,00:00:05.063000,56114.04,43578.23,01:53:45.600000,00:00:00.079000,03:20:00.960000,00:00:00.139000,Composite,9.0,3.0,2020-10-08,,12:33:45.063000,1.0,26.0,,,,,,
201,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,5.1814,5.2513,00:00:05.181000,00:00:05.251000,51099.72,52890.55,01:40:39.360000,00:00:00.070000,02:50:12.480000,00:00:00.118000,Composite,9.0,3.0,2020-10-08,,12:33:45.251000,1.0,27.0,,,,,,
202,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,5.3885,5.4427,00:00:05.388000,00:00:05.443000,56472.21,42145.56,01:18:02.880000,00:00:00.054000,03:17:34.080000,00:00:00.137000,Composite,9.0,3.0,2020-10-08,,12:33:45.443000,1.0,28.0,,,,,,
203,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,5.6011,5.6663,00:00:05.601000,00:00:05.666000,51457.88,57904.87,01:33:53.280000,00:00:00.065000,03:48:05.760000,00:00:00.158000,Composite,9.0,3.0,2020-10-08,,12:33:45.666000,1.0,29.0,,,,,,
204,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,5.7827,5.8461,00:00:05.783000,00:00:05.846000,46443.56,45727.22,01:31:17.760000,00:00:00.063000,02:47:36.960000,00:00:00.116000,Composite,9.0,3.0,2020-10-08,,12:33:45.846000,1.0,30.0,,,,,,
205,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,5.972,6.058,00:00:05.972000,00:00:06.058000,54681.38,39280.23,02:03:50.400000,00:00:00.086000,03:01:17.760000,00:00:00.126000,Composite,9.0,3.0,2020-10-08,,12:33:46.058000,1.0,31.0,,,,,,
206,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,6.1876,6.2819,00:00:06.188000,00:00:06.282000,54681.38,48234.39,02:15:47.520000,00:00:00.094000,03:06:37.440000,00:00:00.130000,Composite,9.0,3.0,2020-10-08,,12:33:46.282000,1.0,32.0,,,,,,
207,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,6.3948,6.472,00:00:06.395000,00:00:06.472000,55039.55,49667.05,01:51:10.080000,00:00:00.077000,02:42:34.560000,00:00:00.113000,Composite,9.0,3.0,2020-10-08,,12:33:46.472000,1.0,33.0,,,,,,
208,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,6.5866,6.6551,00:00:06.587000,00:00:06.655000,48234.39,40354.73,01:38:38.400000,00:00:00.069000,02:45:01.440000,00:00:00.115000,Composite,9.0,3.0,2020-10-08,,12:33:46.655000,1.0,34.0,,,,,,
209,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,6.7711,6.8399,00:00:06.771000,00:00:06.840000,53248.71,45010.89,01:39:04.320000,00:00:00.069000,02:47:02.400000,00:00:00.116000,Composite,9.0,3.0,2020-10-08,,12:33:46.840000,1.0,35.0,,,,,,
210,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,6.9691,7.0495,00:00:06.969000,00:00:07.050000,60053.87,42861.89,01:55:46.560000,00:00:00.080000,03:06:02.880000,00:00:00.129000,Composite,9.0,3.0,2020-10-08,,12:33:47.050000,1.0,36.0,,,,,,
211,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,7.1893,7.2731,00:00:07.189000,00:00:07.273000,53248.71,41787.4,02:00:40.320000,00:00:00.084000,03:21:18.720000,00:00:00.140000,Composite,9.0,3.0,2020-10-08,,12:33:47.273000,1.0,37.0,,,,,,
212,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,7.3798,7.4617,00:00:07.380000,00:00:07.462000,51457.88,45727.22,01:57:56.160000,00:00:00.082000,02:33:38.880000,00:00:00.107000,Composite,9.0,3.0,2020-10-08,,12:33:47.462000,1.0,38.0,,,,,,
213,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,7.5724,7.6445,00:00:07.572000,00:00:07.644000,51457.88,52890.55,01:43:49.440000,00:00:00.072000,02:39:24.480000,00:00:00.111000,Composite,9.0,3.0,2020-10-08,,12:33:47.645000,1.0,39.0,,,,,,
214,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,7.7701,7.8385,00:00:07.770000,00:00:07.838000,53248.71,50383.38,01:38:29.760000,00:00:00.068000,03:00:51.840000,00:00:00.126000,Composite,9.0,3.0,2020-10-08,,12:33:47.839000,1.0,40.0,,,,,,
215,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,7.951,8.022,00:00:07.951000,00:00:08.022000,54323.21,46801.72,01:42:14.400000,00:00:00.071000,02:42:00,00:00:00.112000,Composite,9.0,3.0,2020-10-08,,12:33:48.022000,1.0,41.0,,,,,,
216,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,8.133,8.2186,00:00:08.133000,00:00:08.219000,46443.56,42503.73,02:03:15.840000,00:00:00.086000,02:39:50.400000,00:00:00.111000,Composite,9.0,3.0,2020-10-08,,12:33:48.219000,1.0,42.0,,,,,,
217,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,8.3455,8.4165,00:00:08.346000,00:00:08.416000,48950.72,56830.38,01:42:14.400000,00:00:00.071000,03:02:44.160000,00:00:00.127000,Composite,9.0,3.0,2020-10-08,,12:33:48.417000,1.0,43.0,,,,,,
218,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,8.5496,8.6209,00:00:08.550000,00:00:08.621000,50025.22,50025.22,01:42:40.320000,00:00:00.071000,03:11:39.840000,00:00:00.133000,Composite,9.0,3.0,2020-10-08,,12:33:48.621000,1.0,44.0,,,,,,
219,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,8.7355,8.7981,00:00:08.736000,00:00:08.798000,52532.38,42503.73,01:30:08.640000,00:00:00.063000,02:45:01.440000,00:00:00.115000,Composite,9.0,3.0,2020-10-08,,12:33:48.798000,1.0,45.0,,,,,,
220,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,8.9264,9.0091,00:00:08.926000,00:00:09.009000,50025.22,43936.39,01:59:05.280000,00:00:00.083000,03:04:45.120000,00:00:00.128000,Composite,9.0,3.0,2020-10-08,,12:33:49.009000,1.0,46.0,,,,,,
221,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,9.1209,9.1853,00:00:09.121000,00:00:09.185000,47159.89,41787.4,01:32:44.160000,00:00:00.064000,02:40:59.520000,00:00:00.112000,Composite,9.0,3.0,2020-10-08,,12:33:49.185000,1.0,47.0,,,,,,
222,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,9.32,9.384,00:00:09.320000,00:00:09.384000,51099.72,42503.73,01:32:09.600000,00:00:00.064000,03:13:58.080000,00:00:00.135000,Composite,9.0,3.0,2020-10-08,,12:33:49.384000,1.0,48.0,,,,,,
223,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,9.5209,9.613,00:00:09.521000,00:00:09.613000,56830.38,42145.56,02:12:37.440000,00:00:00.092000,03:17:08.160000,00:00:00.137000,Composite,9.0,3.0,2020-10-08,,12:33:49.613000,1.0,49.0,,,,,,
224,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,9.7377,9.8156,00:00:09.738000,00:00:09.816000,53606.88,54681.38,01:52:10.560000,00:00:00.078000,02:59:34.080000,00:00:00.125000,Composite,9.0,3.0,2020-10-08,,12:33:49.816000,1.0,50.0,,,,,,
225,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,9.9292,9.997,00:00:09.929000,00:00:09.997000,53606.88,48950.72,01:37:37.920000,00:00:00.068000,02:43:35.040000,00:00:00.114000,Composite,9.0,3.0,2020-10-08,,12:33:49.997000,1.0,51.0,,,,,,
226,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000001,10.1274,10.194,00:00:10.127000,00:00:10.194000,54681.38,52532.38,01:35:54.240000,00:00:00.067000,03:07:46.560000,00:00:00.130000,Composite,9.0,3.0,2020-10-08,,12:33:50.194000,1.0,52.0,,,,,,
227,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,0.088113,0.1607,00:00:00.088000,00:00:00.161000,51618.27,49093.02,01:44:31.517000,00:00:00.073000,,,Composite,9.0,3.0,2020-10-12,12:33:56,12:33:56.161000,2.0,1.0,1900-01-03 00:08:37.277000,00:00:03.006000,1900-01-05 19:20:38.400000,00:00:05.806000,,
228,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,0.28258,0.3547,00:00:00.283000,00:00:00.355000,52880.9,44042.52,01:43:51.168000,00:00:00.072000,02:55:30.432000,00:00:00.122000,Composite,9.0,3.0,2020-10-12,,12:33:56.355000,2.0,2.0,,,,,,
229,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,0.49643,0.579,00:00:00.496000,00:00:00.579000,62561.04,40675.51,01:58:54.048000,00:00:00.083000,03:24:05.472000,00:00:00.142000,Composite,9.0,3.0,2020-10-12,,12:33:56.579000,2.0,3.0,,,,,,
230,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,0.70147,0.7707,00:00:00.701000,00:00:00.771000,52880.9,42779.89,01:39:41.472000,00:00:00.069000,02:56:21.408000,00:00:00.122000,Composite,9.0,3.0,2020-10-12,,12:33:56.771000,2.0,4.0,,,,,,
231,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,0.892,0.948,00:00:00.892000,00:00:00.948000,42359.02,44042.52,01:20:38.400000,00:00:00.056000,02:54:40.320000,00:00:00.121000,Composite,9.0,3.0,2020-10-12,,12:33:56.948000,2.0,5.0,,,,,,
232,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,1.0861,1.1653,00:00:01.086000,00:00:01.165000,44042.52,41096.39,01:54:02.880000,00:00:00.079000,03:18:51.840000,00:00:00.138000,Composite,9.0,3.0,2020-10-12,,12:33:57.165000,2.0,6.0,,,,,,
233,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,1.2809,1.3693,00:00:01.281000,00:00:01.369000,49093.02,48251.27,02:07:17.760000,00:00:00.088000,02:46:27.840000,00:00:00.116000,Composite,9.0,3.0,2020-10-12,,12:33:57.369000,2.0,7.0,,,,,,
234,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,1.4764,1.5627,00:00:01.476000,00:00:01.563000,48251.27,49934.77,02:04:16.320000,00:00:00.086000,02:34:13.440000,00:00:00.107000,Composite,9.0,3.0,2020-10-12,,12:33:57.563000,2.0,8.0,,,,,,
235,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,1.6744,1.7594,00:00:01.674000,00:00:01.759000,48251.27,40254.64,02:02:24,00:00:00.085000,02:40:50.880000,00:00:00.112000,Composite,9.0,3.0,2020-10-12,,12:33:57.759000,2.0,9.0,,,,,,
236,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,1.8744,1.9358,00:00:01.874000,00:00:01.936000,48251.27,58352.28,01:28:24.960000,00:00:00.061000,02:45:36,00:00:00.115000,Composite,9.0,3.0,2020-10-12,,12:33:57.936000,2.0,10.0,,,,,,
237,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,2.0722,2.1307,00:00:02.072000,00:00:02.131000,52880.9,52880.9,01:24:14.400000,00:00:00.059000,03:16:24.960000,00:00:00.136000,Composite,9.0,3.0,2020-10-12,,12:33:58.131000,2.0,11.0,,,,,,
238,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,2.2616,2.3242,00:00:02.262000,00:00:02.324000,52880.9,48251.27,01:30:08.640000,00:00:00.063000,03:08:29.760000,00:00:00.131000,Composite,9.0,3.0,2020-10-12,,12:33:58.324000,2.0,12.0,,,,,,
239,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,2.4554,2.5193,00:00:02.455000,00:00:02.519000,52460.03,47830.4,01:32:00.960000,00:00:00.064000,03:08:55.680000,00:00:00.131000,Composite,9.0,3.0,2020-10-12,,12:33:58.519000,2.0,13.0,,,,,,
240,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,2.6451,2.7106,00:00:02.645000,00:00:02.711000,50355.65,56668.78,01:34:19.200000,00:00:00.065000,03:01:09.120000,00:00:00.126000,Composite,9.0,3.0,2020-10-12,,12:33:58.711000,2.0,14.0,,,,,,
241,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,2.8412,2.8951,00:00:02.841000,00:00:02.895000,49934.77,57510.53,01:17:36.960000,00:00:00.054000,03:08:03.840000,00:00:00.131000,Composite,9.0,3.0,2020-10-12,,12:33:58.895000,2.0,15.0,,,,,,
242,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000002,3.034,3.0941,00:00:03.034000,00:00:03.094000,50776.52,57510.53,01:26:32.640000,00:00:00.060000,03:20:00.960000,00:00:00.139000,Composite,9.0,3.0,2020-10-12,,12:33:59.094000,2.0,16.0,,,,,,
243,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000003,0.085012,0.1371,00:00:00.085000,00:00:00.137000,50383.38,57188.54,01:15:00.403000,00:00:00.052000,,,Composite,9.0,3.0,2020-10-12,12:33:59.500000,12:33:59.637000,2.0,17.0,20:11:01.363000,00:00:00.841000,09:44:29.760000,00:00:00.406000,,
244,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000003,0.25831,0.2667,00:00:00.258000,00:00:00.267000,57188.54,57904.87,00:12:04.896000,00:00:00.008000,02:54:32.544000,00:00:00.121000,Composite,9.0,3.0,2020-10-12,,12:33:59.767000,2.0,18.0,,,,,,
245,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000003,0.38683,0.3945,00:00:00.387000,00:00:00.395000,57188.54,57904.87,00:11:02.688000,00:00:00.008000,02:52:59.232000,00:00:00.120000,Composite,9.0,3.0,2020-10-12,,12:33:59.894000,2.0,19.0,,,,,,
246,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000003,0.50376,0.5573,00:00:00.504000,00:00:00.557000,53248.71,54681.38,01:17:05.856000,00:00:00.054000,02:37:20.064000,00:00:00.109000,Composite,9.0,3.0,2020-10-12,,12:34:00.057000,2.0,20.0,,,,,,
247,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000003,0.69201,0.7488,00:00:00.692000,00:00:00.749000,53606.88,56472.21,01:21:46.656000,00:00:00.057000,03:13:58.944000,00:00:00.135000,Composite,9.0,3.0,2020-10-12,,12:34:00.249000,2.0,21.0,,,,,,
248,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000003,0.8892,0.926,00:00:00.889000,00:00:00.926000,54323.21,47518.06,00:52:59.520000,00:00:00.037000,03:22:10.560000,00:00:00.140000,Composite,9.0,3.0,2020-10-12,,12:34:00.426000,2.0,22.0,,,,,,
249,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000004,0.49222,0.5337,00:00:00.492000,00:00:00.534000,56114.04,58979.37,00:59:43.872000,00:00:00.041000,,,Composite,9.0,3.0,2020-10-12,12:34:02,12:34:02.534000,3.0,1.0,00:59:43.872000,00:00:00.041000,1900-01-01 13:46:33.600000,00:00:01.574000,,
250,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000005,0.10431,0.1458,00:00:00.104000,00:00:00.146000,56114.04,52174.22,00:59:44.736000,00:00:00.041000,,,Composite,9.0,3.0,2020-10-12,12:34:08,12:34:08.146000,4.0,1.0,20:46:44.256000,00:00:00.866000,1900-01-05 11:11:28.320000,00:00:05.466000,,
251,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000005,0.30164,0.3395,00:00:00.302000,00:00:00.340000,92288.83,100526.7,00:54:31.104000,00:00:00.038000,03:44:24.576000,00:00:00.156000,Frequency Steps,8.0,2.0,2020-10-12,,12:34:08.339000,4.0,2.0,,,,,,
252,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000005,0.51727,0.5824,00:00:00.517000,00:00:00.582000,55755.88,52890.55,01:33:47.232000,00:00:00.065000,04:15:59.328000,00:00:00.178000,Composite,9.0,3.0,2020-10-12,,12:34:08.582000,4.0,3.0,,,,,,
253,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000005,0.71706,0.7706,00:00:00.717000,00:00:00.771000,54681.38,54323.21,01:17:05.856000,00:00:00.054000,03:13:54.624000,00:00:00.135000,Composite,9.0,3.0,2020-10-12,,12:34:08.771000,4.0,4.0,,,,,,
254,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000005,0.91873,0.9701,00:00:00.919000,00:00:00.970000,112704.3,97661.32,01:13:58.368000,00:00:00.051000,03:33:18.432000,00:00:00.148000,Two-Syllable,7.0,2.0,2020-10-12,,12:34:08.970000,4.0,5.0,,,,,,
255,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000006,0.51316,0.5802,00:00:00.513000,00:00:00.580000,62202.87,43578.23,01:36:32.256000,00:00:00.067000,,,Composite,9.0,3.0,2020-10-12,12:34:13,12:34:13.580000,5.0,1.0,1900-01-01 11:08:47.616000,00:00:01.464000,1900-01-04 00:43:03.360000,00:00:04.030000,,
256,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000006,0.70612,0.7615,00:00:00.706000,00:00:00.762000,66500.86,42145.56,01:19:44.832000,00:00:00.055000,03:01:19.488000,00:00:00.126000,Downward,5.0,1.0,2020-10-12,,12:34:13.762000,5.0,2.0,,,,,,
257,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000006,0.8919,0.9385,00:00:00.892000,00:00:00.938000,58979.37,46443.56,01:07:06.240000,00:00:00.047000,03:07:46.560000,00:00:00.130000,Composite,9.0,3.0,2020-10-12,,12:34:13.938000,5.0,3.0,,,,,,
258,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000006,1.0799,1.1484,00:00:01.080000,00:00:01.148000,55039.55,46801.72,01:38:38.400000,00:00:00.069000,03:23:36.960000,00:00:00.141000,Composite,9.0,3.0,2020-10-12,,12:34:14.148000,5.0,4.0,,,,,,
259,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000006,1.3068,1.3916,00:00:01.307000,00:00:01.392000,57904.87,42503.73,02:02:06.720000,00:00:00.085000,03:48:05.760000,00:00:00.158000,Composite,9.0,3.0,2020-10-12,,12:34:14.392000,5.0,5.0,,,,,,
260,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000006,1.5305,1.6063,00:00:01.530000,00:00:01.606000,54681.38,40354.73,01:49:09.120000,00:00:00.076000,03:20:00.960000,00:00:00.139000,Composite,9.0,3.0,2020-10-12,,12:34:14.606000,5.0,6.0,,,,,,
261,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000006,1.7543,1.8092,00:00:01.754000,00:00:01.809000,55755.88,50383.38,01:19:03.360000,00:00:00.055000,03:33:07.200000,00:00:00.148000,Composite,9.0,3.0,2020-10-12,,12:34:14.809000,5.0,7.0,,,,,,
262,4.0,1.0,C:\Users\ella9\Desktop\לימודים\מחקר מודרך\תוכנה\Young\2018\6598N-17411O\17472I\day_4,6598N-1741O,WT,17472I,M,WT,1.0,T0000006,1.9514,1.9776,00:00:01.951000,00:00:01.978000,108048.1,99452.15,00:37:43.680000,00:00:00.026000,03:24:46.080000,00:00:00.142000,Composite,9.0,3.0,2020-10-12,,12:34:14.978000,5.0,8.0,,,,,,
